factory_name,factory_type,factory_priority,management_employees,number_of_machines,production_capacity_yearly_in_dozen,principal_exportable_products,factory_location,factory_location_in_city,factory_location_in_town,year_of_establishment,factory_status
"Salam Apparels Ltd.",Woven,5,495,279,50000,"Pants ,Swim Wears ,Jackets ,Trousers","A/3 BSCIC I/A, Sagarica Road, Chittagong, Pahartali",Chittagong,Pahartoli,2000,Clean
"Saleheen Apparels Ltd.",Knit,5,200,152,184000,"Shirts ,Pants ,T-Shirts ,Polo Shirts","Palli Biddut Moor, Molied, Mawna, Gazipur, Sreepur",Gazipur,Sreepur,2016,Clean
"Salek Textile Ltd.",Woven,5,800,330,250000,"Shirts ,Pants","Kunia, Targas, Gazipur, B. Baria",Gazipur,"B. Baria",2014,Clean
"Salim & Brothers Ltd.",Woven,5,1020,600,105500,"Jackets ,Pants ,Swim Wears ,Trousers","A/3 BSCIC I/A, Sagarica Road, Chittagong, Pahartali",Chittagong,Pahartoli,1987,Clean
"Salim & Brothers Ltd. (U-2)",Knit,5,1500,852,480000,"Shirts ,Pants ,T-Shirts ,Polo Shirts","C/8, 9, 10 BSCIC I/E, Sagarika Road, Chittagong","C/8, 9, 10 BSCIC I/E, Sagarika Road",Chittagong,2008,Clean
"Salma Fashion Wear Ltd.",Knit,5,219,175,50000,"Shirts ,Pants ,Jackets ,Trousers","96, Darus Salam Road, Dhaka, Mirpur",Dhaka,Mirpur,2000,Clean
"Salman Adnan (Pvt.) Ltd.",Woven,5,580,216,60000,"Jackets ,Trousers ,Shorts","35 B-1, Indira Road, Dhaka, B. Baria",Dhaka,"B. Baria",1992,Clean
"SAM Sweaters Ltd.",Sweater,5,766,580,105000,"Sweaters ,Pullovers ,Cardigans ,Vests","1/11, Khortoil, Sataish Road, Gazipur, Tongi",Gazipur,Tongi,2004,Clean
"Samad Sweaters Ltd.",Sweater,5,850,700,70000,"Sweaters ,Cardigans ,Pullovers","Kalmeshwar (Battala Road), Board Bazar, National University, Gazipur","Kalmeshwar (Battala Road), Board Bazar, National University",Gazipur,2009,Clean
"Samar Fashion Tex Ltd.",Woven,5,520,232,100000,"Shirts ,Pants ,Trousers ,Skirts","Ja-88, Middle Badda, Dhaka, Badda",Dhaka,Badda,2004,Clean
"Samia Garments (Pvt) Ltd.",Woven,5,178,120,0,"Shirts ,Jackets ,Pants ,Shorts","RS # 39-40, East Sadarpur, Ashulia, Dhaka, Savar",Dhaka,Savar,2007,Anomaly
"Samim Fashion Ltd.",Knit,1,170,180,60000,"T-shirts ,Pants ,Joker Pant ,Girls Top","BFDC Road, Moizzar Teck, Charlakkya, Chittagong, Chittagong",Chittagong,Chittagong,2014,Clean
"Samin Wintermate Ltd.",Sweater,5,800,400,100000,"Sweaters ,Pullovers ,Mafters ,Cardigans","Plot # 356, Sharifpur, National University, Gazipur","Plot # 356, Sharifpur, National University",Gazipur,2003,Clean
"Sample Collection Composite",Woven,1,1,89,5000,"Shirt ,Pant ,Trouser ,T-Shirt","Plot # A-57, Bscic, Shasongoon, Enayetnagar, Fatullah, Narayanganj, Narayangonj",Narayanganj,Narayanganj,2022,Clean
"Samrana Enterprise Ltd.",Woven,5,198,99,100000,"Children Wears ,Fleece Jackets ,Trousers","127, Motijheel C/A(3rd floor), Dhaka, Motijheel",Dhaka,Motijheel,1992,Clean
"Sams Attire Ltd.",Woven,5,1974,1116,400000,"Ladies Pants ,Shortalls ,Skirts","Bhuiyan Tower, Plot # 10, Jamgora, Ashulia Road, Dhaka, Dhaka",Dhaka,Dhaka,2004,Clean
"Sams Dresses Ltd.",Woven,5,433,223,75000,"Shirts ,Pants ,Jackets","75, Agrabadh C/A, Hossain Court (3rd Floor), Chittagong","75, Agrabadh C/A, Hossain Court (3rd Floor)",Chittagong,1992,Clean
"Samsons Sweaters Ltd.",Sweater,5,1200,500,100000,Sweaters,"Tarabo, Narayanganj, Rupganj",Narayanganj,Rupganj,1993,Clean
"Samytex Industries Ltd.",Sweater,5,650,300,162500,Sweater,"Taper Bari, Telihati, Gazipur, Gazipur",Gazipur,Gazipur,2016,Clean
"San Apparels Ltd.",Knit,5,2000,720,300000,"Shirts ,Pants ,T-Shirts ,Polo Shirts","Amtoil, Millennium Castle, Magura, Sreepur",Magura,Sreepur,2014,Clean
"Sandwip Fashions Ltd.",Sweater,5,600,250,0,"Shirts ,Jackets ,Jumpers","271, Tejgaon I/A, Dhaka, Tejgaon",Dhaka,Tejgaon,1994,Anomaly
"Sanguine Apparels Ltd.",Woven,5,0,450,39700,"Panty ,Bra ,T-Shirts ,Jacket","1676/A, Rajakhali, Karnaphuli Bridge Link Road, Chittagong, Chittagong",Chittagong,Chittagong,2007,Clean
"Santex Knitwears Ltd.",Knit,5,850,491,200000,"Jackets ,Cargo Pants ,Polo Shirts ,Shirts","A.K. Tower (1st - 3rd Floor), 6/A, CDA Marekt, Chittagong, Pahartoli",Chittagong,Pahartoli,2007,Clean
"Santic (Bangladesh) Co., Ltd.",Woven,1,2,1557,1000000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Aukpara, Ashulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2023,Clean
"Sany Industry & Business Ltd.",Woven,5,300,125,40000,"Shorts ,Jogging Suits","Raj Fulbaria, Dhaka, Savar",Dhaka,Savar,1996,Clean
"SAR International Clothing",Woven,5,723,466,300000,"Shirts ,Pants ,Trousers ,Jacket","South Gazirchat, Alia Madrasha, Ashulia, Dhaka, Dhaka",Dhaka,Dhaka,2012,Clean
"Sara Fashion Wear Ltd.",Knit,5,350,276,60000,"T-Shirts ,Polo Shirts","Ambag west Para, Gazipur, Konabari",Gazipur,Konabari,2014,Clean
"Sarada Knit Wear Ltd.",Knit,5,350,112,375000,"T-Shirts ,Polo Shirts","56, S.M. Maleh Road, Narayanganj, Tanbazar",Narayanganj,Tanbazar,2014,Clean
"Sarah Knit Wear",Knit,5,220,75,150000,"T-Shirts ,Polo Shirts ,Tank Top","32, Rajar Duri, Dhaka","32, Rajar Duri,",Dhaka,2010,Clean
"Sark Knitwear Ltd.",Knit,5,650,257,3200000,"T-Shirts ,Polo Shirts ,Sweat Shirts ,Pants","Samair, Birolia, Dhaka, Savar",Dhaka,Savar,1998,Clean
"Sarker Knitwear Ltd.",Knit,5,65,65,195000,"T-Shirts ,Polo Shirts","Mouza-Shahpur, Tangail, Ghatail",Tangail,Ghatail,2015,Clean
"SAS Fashion Wear Ltd.",Woven,5,820,352,210000,"Shirts ,Pants","1, DIT Market Building (2nd Floor), Dhaka, Kawran Bazar",Dhaka,"Kawran Bazar",2000,Clean
"Satabdi Garments Ltd.",Woven,5,308,158,30000,"Jackets ,Pants ,Jogging Suits","70, Muradpur, Chittagong","70, Muradpur,,",Chittagong,1985,Clean
"Sattar Textile Mills Ltd.",Woven,5,208,60,0,Fabrics,"Chandora, Shafipur, Gazipur, Kaliakoir",Gazipur,Kaliakoir,2004,Anomaly
"Saturn Textiles Ltd.",Woven,5,27772,2110,770000,"T-Shirts ,Polo Shirts ,Trousers ,Shorts","13/1, Abdus Sattar Road, West Gazipura, Gazipur, B. Baria",Gazipur,"B. Baria",2007,Clean
"Savannah Apparels Ltd.",Knit,5,230,100,100000,"Denim ,Shorts ,Polar Fleece","1170/B, Shah Amanat Shetu Road, East Sholashahar, Chittagong, Bahadderhat",Chittagong,Bahaddarhat,2001,Clean
"Savannah Fashion Ltd.",Knit,5,450,200,20000,"Denim ,Shorts ,Polo Shirts","1170/B, Shah Amanat Shetu Road, East Sholashahar, Chittagong, Bahadderhat",Chittagong,Bahaddarhat,2008,Clean
"Savar Shirts Ltd.",Woven,5,767,347,150000,"Shirts ,Pants ,Jackets ,T-Shirts","89, Berulia Road (5th Floor), Tati, Dhaka, Savar",Dhaka,Savar,2006,Clean
"Savar Sportswear Co. Ltd.",Woven,5,771,748,7500,"Jackets ,Pants ,Ski wears","1-4, 8-16 DEPZ, Dhaka, Savar",Dhaka,Savar,1997,Clean
"Savar Sweaters Ltd.",Sweater,5,1448,1106,25000,Sweaters,"FIDC Road, 10-P Kalurghat I/A, Chittagong, Chittagong",Chittagong,Chittagong,2006,Clean
"Savar Textiles Ltd.",Knit,5,350,275,366102,"Socks MLC","Aicha Noadda, Dhaka, Savar",Dhaka,Savar,1995,Clean
"Saville Row Ltd.",Woven,5,494,584,75000,"Pants ,Trousers ,Skirts ,Jackets","Deowalia Bari, Gazipur, Konabari",Gazipur,Konabari,2002,Clean
"Sawda Fashion",Knit,1,301,97,1250000,"T-Shirt ,Polo Shirt","Plot # M-01, Road # Lake View Eastern Housing, Rupnagar, Mirpur-12, Dhaka, Dhaka",Dhaka,Dhaka,2022,Clean
"Sawftex Limited",Knit,5,480,200,800000,"T-Shirts ,Polo Shirts","Bhangahati, Gazipur, Sreepur",Gazipur,Sreepur,2012,Clean
"Sayam Knit Fab",Knit,5,200,100,600000,"T-Shirts ,Polo Shirts","A/88, BSCIC I/A, Narayanganj, Fatullah",Narayanganj,Fatullah,2014,Clean
"Saybolt Tex Ltd.",Knit,5,480,350,350000,"T-Shirts ,Polo Shirts ,Denim Pants","Saybolt Building, EPZ Road, Ashulia, Dhaka, Savar",Dhaka,Savar,2009,Clean
"Sayem Fashions Ltd.",Sweater,5,1100,791,145850,"Pullovers ,Cardigans ,Scarf ,Tops","Kamarjuri, National University, Gazipur, Board Bazar",Gazipur,"Board Bazar",2003,Clean
"Saz Fashion Limited",Woven,5,350,112,30000,"Shirts ,Jackets ,Shorts ,Pants","Hossain Complex (3rd Floor), 1956/A, Airport Road, Chittagong, Chittagong",Chittagong,Chittagong,1998,Clean
"Sazu Sweaters Ltd.",Sweater,5,800,500,533400,Sweater,"Jarun, Gazipur, Konabari",Gazipur,Konabari,2013,Clean
"SB Knitex Ltd.",Knit,5,250,150,80000,"T-Shirts ,Polo Shirts","13/16, Pallabi, Pallabi Shopping Center (5th Fl), Dhaka, Mirpur",Dhaka,Mirpur,2012,Clean
"Scandex (BD) Ltd.",Sweater,5,800,1000,100000,"Sweaters ,Cardigans ,Pullovers","87, Beron, Zirabo, Dhaka, Savar",Dhaka,Savar,2002,Clean
"Scandex Knitwear Ltd.",Knit,5,1700,800,910000,"Shirt ,Pants ,Jacket","87, Beron, Zirabo, Dhaka, Dhaka",Dhaka,Dhaka,2004,Clean
"Scandex Knitwear Ltd. (U-2)",Woven,1,2000,1200,1137500,"T-Shirts ,Jacket ,Sweater ,Pant","Plot # 45-48, AEPZ, Adamjee Nagar, Narayanganj, Narayangonj",Narayanganj,Narayanganj,2009,Clean
"Scarlet Knitwears Ltd.",Knit,5,600,190,3000000,"T-Shirts ,Polo Shirts ,Tank Tops","Plot # B-160-163, BSCIC I/E, Narayanganj, Fatullah",Narayanganj,Fatullah,2007,Clean
"Sea Bird Apparels Ltd.",Woven,5,175,70,36000,"Jackets ,Jugging Suits ,Trousers","16 (110/4) Atish Dipankor Road, Central Bashaboo, Dhaka, Bashaboo",Dhaka,Bashaboo,1992,Clean
"Sea Blue Textile Ltd.",Knit,5,950,350,100000,"T-Shirts ,Polo Shirts","Plot # 10, 11, Sector # 6, Chittagong, CEPZ",Chittagong,CEPZ,2007,Clean
"Sea Blue Textile Ltd. (Garments Division)",Knit,5,750,210,1190738,"T-Shirts ,Pants","Plot # 10-11, Sector # 06, Chittagong, CEPZ",Chittagong,CEPZ,2013,Clean
"Sea Level Textile Ltd.",Woven,1,167,107,130000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","248-B/264-A, New Chaktai, Amanat Siddique Tower, Shah Amanat Road, Chaktai, Chittagong, Chittagong",Chittagong,Chittagong,2023,Clean
"Sea Moss Knitwear Ltd.",Knit,5,160,88,150000,"Polar Fleece Jackets ,Basic T-Shirts ,Polo Shirts ,Tank Tops","241, Rokeya Sarani, West Shewrapara, Dhaka, Mirpur",Dhaka,Mirpur,2001,Clean
"Sea Shore Apparels Ltd.",Knit,5,453,200,84000,"Shirts ,Pants ,Knit Items","687, CDA R/A, Road # 20, Chittagong, Agrabad",Chittagong,Agrabad,1995,Clean
"Sea Tex Limited",Knit,5,1850,720,25000,"Knit Garments","Plot # 8 & 9, Section # 6, Chittagong, CEPZ",Chittagong,CEPZ,1995,Clean
"Sea View Knit Composite Ltd.",Knit,5,400,140,150000,"T-Shirts ,Polo Shirts ,Rugby ,Tank Tops","Kunia, K.B. Bazar (Baro Bari), Gazipur, Gazipur Sadar",Gazipur,"Gazipur Sadar",2008,Clean
"Seacotex Fabrics Ltd.",Knit,5,1400,700,60000,"Knit Garments","Sanarpar,Siddirganj, Narayanganj, Narayangonj",Narayanganj,Narayanganj,1997,Clean
"Seagull Fashion Ltd.",Sweater,5,300,150,40000,Sweater,"Wahab Munshi Complex, Joy bangla Road, South Kaliakoir, Gazipur, National University",Gazipur,"National University",2013,Clean
"Searock Apparels Limited",Woven,5,360,155,76000,"Shirts ,Skirts ,Jackets","Plot # 98, Chaydona, Gazipur, Gazipur",Gazipur,Gazipur,1992,Clean
"Seasons 6 Ltd.",Knit,5,350,186,156000,"Shirts ,Pants ,T-Shirts","House # 2250/B/1, Uttarkhan Primary School Rd., Dhaka, Uttarkhan",Dhaka,"Uttar Khan",2012,Clean
"Seasons Creations Ltd.",Woven,5,488,310,90000,"Shirts ,Jackets ,Pants ,Skirts","612/559, Nazir Saleh Complex, Chittagong, Pahartoli",Chittagong,Pahartoli,2003,Clean
"Seasons Dresses Ltd.",Woven,5,1637,913,310000,"Denim Pants ,Cargo Trousers","Dag # 932, Mouza-111, Kha Para Road, Sataish, Gazipur, Tongi",Gazipur,Tongi,2008,Clean
"Seasons Sweaters Ltd.",Sweater,5,880,500,120000,Sweaters,"Baipail, Dhaka, Savar",Dhaka,Savar,2004,Clean
"Secotex Limited.",Woven,5,400,200,40000,"Jackets ,Pants ,Jogging Suits","Hazi Habibullah Super Market, East Jurain, Dhaka, Jatrabari",Dhaka,Jatrabari,1997,Clean
"Section Seven Apparels Ltd.",Woven,5,3120,2350,700000,"Shirts ,Pants ,Ladies Wears","Plot # 1 & 2, Sector # 6/A, Chittagong, CEPZ",Chittagong,CEPZ,2010,Clean
"Section Seven International Ltd.",Woven,5,293,208,136000,"Sharts ,Pants","Plot # 1-14, Sector # 2 & SFB-2, (3rd Floor), Block # A, Nilphamari, Uttara EPZ",Nilphamari,"Uttara EPZ",2013,Clean
"Section Seven Ltd.",Woven,5,4200,2360,780000,"Shirts ,Fashionwears ,Pants","Plot # 21-26 (Part), Road # 4, Sector # 3, Chittagong, CEPZ",Chittagong,CEPZ,2006,Clean
"Seema Garments Ltd.",Woven,5,368,134,5000,"Shirts ,Dresses ,Shorts ,Trousers","201/A, M.N. Plaza, Rampur, Eidgah, DT Road, Chittagong","201/A, M.N. Plaza, Rampur, Eidgah, DT Road",Chittagong,1986,Clean
"Seema Knit Composite Industries Ltd.",Knit,1,0,0,390000,,"Road # 101, House # 16, Gulshan-2, Dhaka, Dhaka",Dhaka,Dhaka,2021,Anomaly
"Seha Apparels Int'l Ltd.",Woven,5,550,235,124800,"Shirts ,Blouses ,Trousers","H-79, Block # C, Int'l Airport Road, Dhaka, Banani",Dhaka,Banani,1994,Clean
"Seha Design (BD) Ltd.",Woven,5,335,117,80000,"Ladies Shirts ,Jackets ,Trousers","Plot # 4, Road # 1, Section # 11, Dhaka, Mirpur",Dhaka,Mirpur,1999,Clean
"Seha Fashion (BD) Ltd.",Woven,5,350,195,41600,"Jackets ,Overalls ,Trousers","Choydana, Gazipur, Joydevpur",Gazipur,Joydebpur,2001,Clean
"Seha International Bangladesh Ltd.",Woven,5,509,228,100000,"Shirts ,Trousers","Plot # 9, Block - C, Tongi I/A, Himardighi, Gazipur, Tongi",Gazipur,Tongi,1992,Clean
"Seibu Fashions Ltd.",Knit,5,420,140,613000,"T-Shirts ,Polo Shirts ,Tank Top","Kasorghar, Mymensingh, Valuka",Mymensingh,Valuka,1997,Clean
"Selection Fashion Wear Ltd.",Knit,5,475,215,750000,"T-Shirts ,Polo Shirts ,Panties ,Bra","1060, S.K. Market, Shah Amanat Bridge Connection Rd., Chittagong, Bahaddarhat",Chittagong,Bahaddarhat,2008,Clean
"Self Innovative Fashion Ltd.",woven,5,70,425,1000000,"Shirts ,Pants ,T-Shirts","Plot # 3, Degerchala, Near National University, Gazipur","Plot # 3, Degerchala, Near National University",Gazipur,2012,Clean
"Selina Apparels Ltd.",Woven,5,950,400,240000,"Dress Pants ,Dress Tops ,Bottoms","Selina Tower, Islambag, Holan Road, Dhakhin Khan, Dhaka, Uttara",Dhaka,Uttara,2007,Clean
"Selina Trims Ltd.",Knit,1,2,162,350000,"Elastic ,Draw Strin ,Belt ,Twill Tape","Dag no # 33, Dhakhin Khan, Uttara, Dhaka, Dhaka",Dhaka,Dhaka,2023,Clean
"Sensible Fashion (PVT) Ltd.",Knit,5,451,205,312000,"T-Shirts ,Pants","North Masdair, Malanchanagar, Narayanganj, Fatullah",Narayanganj,Fatullah,2013,Clean
"Seo Wan Bangladesh Ltd.",Sweater,5,1050,764,108000,"Sweaters ,Pullovers ,Jumpers ,Cardigans","Plot # 12, Street # 2, Block - E, Dhaka, Mirpur",Dhaka,Mirpur,1994,Clean
"Sepal Garments Ltd.",Woven,5,1135,895,15000000,"Jackets ,Pants ,Shorts ,Skirts","Chhaydana, Dagerchala Road, National University, Gazipur, Gazipur Sadar",Gazipur,"Gazipur Sadar",1986,Clean
"Serajsons Garments Ltd.",Knit,5,461,359,420000,"T-Shirts ,Underwears ,Ladeis Swimwears ,Ladeis Athleticwears","2326/D, S & S Inds. Bldg., Bahadur Shah Colony, Chittagong, Halishahar",Chittagong,Halishahar,1992,Clean
"Seven Dream Apparels",Woven,1,7,109,360000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Karnafully Center (3rd floor), Kamal Bazar, Mohora,Chandgaon, Chittagong, Chittagong",Chittagong,Chittagong,2023,Clean
"Seven Links Apparels Ltd.",Woven,1,280,180,6000,"Boys Long Pant ,Girls Long Pant ,Ladies Long Pant","47/1, Bepari Bari, Helal Market, Uttarkhan, Dhaka-1230, Dhaka, Dhaka",Dhaka,Dhaka,2019,Clean
"Seven Seas Garments Ltd.",Woven,5,300,152,100000,"Shirts ,Trousers","91, Sher-e-Bangla Road, Rayer Bazar, Dhaka, Dhanmondi",Dhaka,Dhanmondi,1985,Clean
"Seven Star Sweater (Pvt) Ltd.",Sweater,5,250,178,30000,Sweaters,"38/D, DIT I/A, Postagola, Dhaka, Shampur",Dhaka,Shampur,2004,Clean
"Sewing Point BD Ltd.",Woven,1,2,192,10000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","175, Kazi Market, Mymensingh Road, Tongi, Gazipur, Gazipur",Gazipur,Gazipur,2023,Clean
"SF Fashion",Woven,1,1,140,200000,"All Bottom ,Tops And Bottom","48, 79, 193, Nayanichala, Nichatnagor, Turag, Dhaka, Dhaka",Dhaka,Dhaka,2021,Clean
"SF Sweaters Ltd.",Sweater,5,350,148,36000,Sweaters,"South Salna, Gazipur, Salna",Gazipur,Salna,2003,Clean
"SFS Sweater",Sweater,5,300,200,1000000,Sweater,"Nazim Nagar, Singair Road, Hemayetpur, Dhaka, Savar",Dhaka,Savar,2015,Clean
"SFU Fashion",Woven,1,1,74,730000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","380/3, (Ground & 2nd Floor), Banasree Road, East Rampura, Dhaka, Dhaka",Dhaka,Dhaka,2023,Clean
"Sgwicus (BD) Limited",Woven,5,1501,3173,100000,"Suits ,Blazers ,Coats","Dhaka Export Processing Zone, Plot # 73-76, Ganakbari, Dhaka, Savar",Dhaka,Savar,1995,Clean
"Shaarat Fashion Wear Ltd.",Woven,5,480,240,55000,"Pants ,Shorts ,Skirts","Plot # I/2, Road # 6, Section # 7, Dhaka, Mirpur",Dhaka,Mirpur,1985,Clean
"Shad Fashion Ltd.",Knit,5,150,323,70000,"T-Shirts ,Polo Shirts","Gorat, Zirabo, Ashulia, Dhaka, Dhaka",Dhaka,Dhaka,2014,Clean
"Shade Fashions Int`l Ltd.",Woven,5,950,500,200000,"Shirts ,Shorts ,Pants","Riom Complex, 157, Berun (Jamghara), Dhaka, Savar",Dhaka,Savar,2002,Clean
"Shade Fashions Ltd.",Woven,5,400,224,120000,"Shirts ,Shorts ,Jackets ,Pants","Riom Complex, 157, Berun (Jamghara), Dhaka, Savar",Dhaka,Savar,2001,Clean
"Shadhin Garments (Pvt.) Ltd.",Knit,5,550,450,540000,"Polo Shirts ,T-Shirts ,Jackets","Palli Biddut Road, Jarun, Gazipur, Konabari",Gazipur,Konabari,2007,Clean
"Shafi Knit Ltd.",Woven,1,600,350,522000,"T-Shirts ,Polo Shirts ,Jacket ,Trouser","Natun para, Baipail (Beside DEPZ-2), Ashulia, Dhaka, Dhaka",Dhaka,Dhaka,2016,Clean
"Shafi Processing Inds. Ltd.",Knit,5,720,451,362500,"T-Shirts ,Polo Shirts ,Pajama Sets","Shahid Rowshan Sarak, Chandana, Gazipur, Joydevpur",Gazipur,Joydebpur,1996,Clean
"Shagore Garments Ltd.",Woven,5,1500,819,200000,"Ladies Dresses ,Trousers ,Jogging Suits ,Jackets","Amir Complex (8th & 9th Floor), Plot # 43, Sector # 3, Dhaka, Uttara",Dhaka,Uttara,1985,Clean
"Shah Ali Knitwears",Knit,5,280,160,490000,"Jackets ,Pants ,T-Shirts ,Trousers","26/1, Second Colony, Mazar Road, Section # 1, Dhaka, Mirpur",Dhaka,Mirpur,2006,Clean
"Shah Keramat Garments Ltd.",Woven,5,250,210,30000,"Jackets ,Pants","Vill: Khartoil, P.O: Sataish, Gazipur, Tongi",Gazipur,Tongi,1996,Clean
"Shah Makhdum Garments Ltd.",Woven,5,350,264,60000,"Basic Shirts ,Shortalls ,Overalls ,Pants","Sharifpur, Choydana, Gazipur, National University",Gazipur,"National University",1987,Clean
"Shah Mohsen Apparels Ltd.",Knit,5,190,120,75000,"Jackets ,Jogging Suits ,Knit Items ,Swim Trunks","376, DT Road, Chittagong, Kadamtali",Chittagong,Kadamtali,1998,Clean
"Shah-Azam Textiles (Pvt.) Ltd.",Woven,5,250,200,36000,"Jackets ,Cargo Shorts ,Pants ,Hunting Apparels","86, Dewanhat, Chittagong","86, Dewanhat,",Chittagong,1997,Clean
"Shahchand Garments Ltd.",Knit,5,863,320,750000,"T-Shirts ,Polar Suits ,Under Wears","107/112, Nazrul Market, Chawk Bazar, Chittagong","107/112, Nazrul Market, Chawk Bazar",Chittagong,2005,Clean
"Shahed Tex Fashion Apparels",Knit,5,140,45,60000,"Shirts ,Knit Garments","North Mashdair, Narayanganj, Gabtoli",Narayanganj,Gabtoli,1998,Clean
"Sham's Knitting & Sweater Ind. Ltd.",Sweater,5,400,200,60000,"Sweaters ,Cardigans ,Pullovers","1677, Air Port Road, South Halisahar, Chittagong, Bandar",Chittagong,Bandar,1998,Clean
"Shamoli Garments Ltd.",Knit,5,1835,674,350000,"T-Shirts ,Polo Shirts ,Tank Tops","13/1, Ring Road, Dhaka, Shamoli",Dhaka,Shamoli,1986,Clean
"Shampa Garments Ltd.",Woven,5,400,190,50000,"Shirts ,Jackets ,Pants ,Trousers","B-193, BSCIC I/E, Gazipur, Tongi",Gazipur,Tongi,2008,Clean
"Shamrin Tex Ltd.",Woven,5,828,484,124800,"Trousers ,Shorts ,Pants","62, Kathgora, Bishmail, Zirabo Road, Ashulia, Dhaka, Savar",Dhaka,Savar,2006,Clean
"Shamroz Garments (Pvt.) Ltd",Knit,5,436,282,444000,"Shirts ,Ladies Shirts ,Trousers ,Jackets","Plot # 41-42 & 56-57, Road # 1, BSCIC I/A, Chittagong, Kalurghat",Chittagong,Kalurghat,1993,Clean
"Shams Designs Ltd.",Woven,1,940,515,300000,"Blazer ,Pant ,Jacket ,Overall","E-13, Lutfun Tower, Middle Badda, Badda, Dhaka, Dhaka",Dhaka,Dhaka,2016,Clean
"Shams Jacquard Ltd.",Sweater,5,2,10,1500000,Sweater,"House # 13, Road # 03, ward # 01, Khaertack, Kamarpara, Dhaka, Turag",Dhaka,Turag,2015,Clean
"Shams Styling Wears Ltd.",Woven,5,3748,500,100000,"Jackets ,Shorts ,Pants ,Trouser","South Shyampur, Baghbari, Hemayetpur, Dhaka, Dhaka",Dhaka,Dhaka,2006,Clean
"Shamser Knit Fashions Ltd.",Knit,5,600,350,300000,"T-Shirts ,Polo Shirts ,Tank Tops","Sreepur Stand, Ganakbari, Ashulia, Dhaka, Savar",Dhaka,Savar,2010,Clean
"Shamsher Apparels Ltd.",Knit,5,588,234,93000,"Ladies Blouses ,Payjama ,Ladies Shorts ,Gown","14, South C/A (5th Floor), Dhaka, Gulshan-1",Dhaka,Gulshan-1,1999,Clean
"Shamsher Rezia Fashions Ltd.",Knit,5,412,166,72000,"Ladies Blouses ,Pajama Sets ,Gown ,Ladies Pants","Cha-72/1/C, Progati Swarani, North Badda, Dhaka, Badda",Dhaka,Badda,2006,Clean
"Shanghai Apparel Ltd.",Woven,5,240,180,140000,"Shirts ,Skirts ,Pants ,Trousers","191/1 South Bishil, Shamser Super Market, (3rd floor), Section # 1, Dhaka, Mirpur",Dhaka,Mirpur,1993,Clean
"Shanghai Fashion Ltd.",Woven,5,240,180,140000,"Shirts ,Skirts ,Pants","Shamser Super Market (4th Floor), 191/1, South Bishil, Sec # 1, Dhaka, Mirpur",Dhaka,Mirpur,1995,Clean
"Shangu Tex Ltd.",Woven,5,704,256,10000000,"Shirts ,Blouses ,Pants","East Side 3rd & 4th Floor, Dushaid, Ashulia, Savar, Dhaka, Dhaka, Dhaka",Dhaka,Dhaka,2001,Clean
"Shangu Tex Ltd.-2",Woven,5,1833,900,345000,"Shirts ,Blouses","Dushaid, Ashulia, Dhaka, Savar",Dhaka,Savar,2008,Clean
"Shanila Fashion Ltd.",Woven,5,762,309,150000,Pants,"Lutfon Tower (2nd & 3rd Fl), E-13, Middle Badda, Dhaka, Badda",Dhaka,Badda,2012,Clean
"Shanon Sweaters Ltd.",Sweater,5,800,510,60000,"Sweaters ,Pullovers ,Cardigans","Holding # 92,, Nawzor, Codda Bazar, Gazipur, Joydevpur",Gazipur,Joydebpur,2004,Clean
"Shanta Apparel Ltd.",Woven,5,502,309,60000,"Shortalls ,Pants ,Shorts","31, Gulshan Avenue, Circle # 1, Dhaka, Gulshan",Dhaka,Gulshan,1994,Clean
"Shanta Denims Ltd.",Woven,5,500,366,0,"Shirts ,Pants ,Dresses ,Overalls","Plot # 156 & 177, DEPZ, Ganakbari, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2006,Anomaly
"Shanta Expressions Ltd.",Knit,5,1612,712,14400000,"T-Shirts ,Polo Shirts","Kakil Shataish, Mudafa, Badam Road, Gazipur, Tongi",Gazipur,Tongi,2014,Clean
"Shanta Garments Ltd.",Woven,5,1222,744,300000,"Shortalls ,Pants ,Shorts","43, Shahkabir Mazar Road, Chalabon, Dhakin Khan, Dhaka, Uttara",Dhaka,Uttara,1985,Clean
"Shanta Industries Ltd.",Woven,5,1530,735,390000,"Shirts ,Pants ,Shortalls","Plot # 198-201/220-223, DEPZ, Ganakbari, Savar, Dhaka, Dhaka",Dhaka,Dhaka,1998,Clean
"Shanto-Mariam Fashions Ltd.",Sweater,5,1300,750,175000,Sweaters,"Plot # 135, 167/176 Kalma, Dhaka, Savar",Dhaka,Savar,2004,Clean
"Sharaf Apparels Ltd.",Woven,5,1200,1000,25000,"Sharts ,Pants","Narashinghapur, Ashulia, Dhaka, Savar",Dhaka,Savar,2013,Clean
"Sharaka Industries Ltd.",Woven,5,426,200,75000,"Shirts ,Blouses ,Pants","16, Senpara Parabata, Anower Mansion, Dhaka, Mirpur",Dhaka,Mirpur,1985,Clean
